source	tweetId	label	instance	start	end	tweetText
MechanicalTurk	'591989866990174209'	item affected	people	69	75	RT @ANI_news: It is very shocking, very unfortunate that hundreds of people fell victim to this natural calamity in Nepal: Ram Madhav (BJP)…
MechanicalTurk	'503846997099839488'	place name	Napa	27	31	6.0 earthquake recorded in Napa, California. Wine country. My friend and her husband were not so lucky.
MechanicalTurk	'451334351599329282'	location modifier	off the northern coast of	56	81	RT @Jamal_Anwahi: A 8.2 magnitude earthquake has struck off the northern coast of Chile followed by a tsunami, the government announced
MechanicalTurk	'451334351599329282'	place name	Chile	82	87	RT @Jamal_Anwahi: A 8.2 magnitude earthquake has struck off the northern coast of Chile followed by a tsunami, the government announced
MechanicalTurk	'503849418617933824'	type of impact	Destroys	22	30	#CaliforniaEarthquake Destroys Historic #Buildings in #Napa, Injures Many : Home : Realty Today: http://t.co/adFKTC4voO
MechanicalTurk	'503849418617933824'	item affected	Buildings	41	50	#CaliforniaEarthquake Destroys Historic #Buildings in #Napa, Injures Many : Home : Realty Today: http://t.co/adFKTC4voO
MechanicalTurk	'503849418617933824'	place name	Napa	55	59	#CaliforniaEarthquake Destroys Historic #Buildings in #Napa, Injures Many : Home : Realty Today: http://t.co/adFKTC4voO
MechanicalTurk	'503849418617933824'	type of impact	Injures	61	68	#CaliforniaEarthquake Destroys Historic #Buildings in #Napa, Injures Many : Home : Realty Today: http://t.co/adFKTC4voO
MechanicalTurk	'503849418617933824'	severity or quantity	Many	69	73	#CaliforniaEarthquake Destroys Historic #Buildings in #Napa, Injures Many : Home : Realty Today: http://t.co/adFKTC4voO
MechanicalTurk	'503849418617933824'	place name	Californi	1	10	#CaliforniaEarthquake Destroys Historic #Buildings in #Napa, Injures Many : Home : Realty Today: http://t.co/adFKTC4voO
MechanicalTurk	'592275305563197440'	item affected	schools	31	38	Live: All government colleges, schools in Nepal shut for one week after quake, 2152 dead
MechanicalTurk	'592275305563197440'	place name	Nepal	42	47	Live: All government colleges, schools in Nepal shut for one week after quake, 2152 dead
MechanicalTurk	'592275305563197440'	type of impact	shut	48	52	Live: All government colleges, schools in Nepal shut for one week after quake, 2152 dead
MechanicalTurk	'592275305563197440'	severity or quantity	2152	79	83	Live: All government colleges, schools in Nepal shut for one week after quake, 2152 dead
MechanicalTurk	'592275305563197440'	type of impact	dead	84	88	Live: All government colleges, schools in Nepal shut for one week after quake, 2152 dead
MechanicalTurk	'592275305563197440'	item affected	colleges	21	29	Live: All government colleges, schools in Nepal shut for one week after quake, 2152 dead
MechanicalTurk	'384499873036267521'	severity or quantity	3	64	65	RT @khalidkhan787: Update : Death toll in Drone strike rises to 3, four other injured, in Boya, North Waziristan #Pakistan
MechanicalTurk	'384499873036267521'	place name	Boya	90	94	RT @khalidkhan787: Update : Death toll in Drone strike rises to 3, four other injured, in Boya, North Waziristan #Pakistan
MechanicalTurk	'451985257290817536'	place name	Chile	18	23	Few casualties in Chile after 8.2 magnitude earthquake. Why? Protection & preparation key. http://t.co/YmDJ9ruYSi #A2Geog
MechanicalTurk	'451985257290817536'	severity or quantity	Few	0	3	Few casualties in Chile after 8.2 magnitude earthquake. Why? Protection & preparation key. http://t.co/YmDJ9ruYSi #A2Geog
MechanicalTurk	'451985257290817536'	type of impact	casualties	4	14	Few casualties in Chile after 8.2 magnitude earthquake. Why? Protection & preparation key. http://t.co/YmDJ9ruYSi #A2Geog
MechanicalTurk	'503680930628644864'	place name	Northern California	0	19	Northern California earthquake is the strongest in 25 years: Editor’s note: Are… http://t.co/nXSTkCo6J5 @USRadioNews
MechanicalTurk	'504346298695159808'	place name	Napa	42	46	USGS reports a M1.5 #earthquake 7km SW of Napa, California on 8/26/14 @ 19:12:28 UTC http://t.co/54yzHJUqbg #quake
MechanicalTurk	'504346298695159808'	place name	California	48	58	USGS reports a M1.5 #earthquake 7km SW of Napa, California on 8/26/14 @ 19:12:28 UTC http://t.co/54yzHJUqbg #quake
MechanicalTurk	'504346298695159808'	location modifier	7km SW of	32	41	USGS reports a M1.5 #earthquake 7km SW of Napa, California on 8/26/14 @ 19:12:28 UTC http://t.co/54yzHJUqbg #quake
MechanicalTurk	'382959972507607040'	location modifier	of	41	43	USGS reports a M1.8 #earthquake 26km ENE of Pine Valley, California on 9/25/13 @ 20:04:48 UTC http://t.co/z3OQ1rhadM #quake
MechanicalTurk	'382959972507607040'	place name	Pine Valley	44	55	USGS reports a M1.8 #earthquake 26km ENE of Pine Valley, California on 9/25/13 @ 20:04:48 UTC http://t.co/z3OQ1rhadM #quake
MechanicalTurk	'382959972507607040'	place name	California	57	67	USGS reports a M1.8 #earthquake 26km ENE of Pine Valley, California on 9/25/13 @ 20:04:48 UTC http://t.co/z3OQ1rhadM #quake
MechanicalTurk	'504107171601465345'	place name	Napa	61	65	RT @Jawbone: See how many Bay Area sleepers woke up from the Napa earthquake. https://t.co/VHPepUVkXY http://t.co/0lLi6sa9et
MechanicalTurk	'454723005868830720'	place name	Chile	56	61	RT @NewEarthquake: 5.1 earthquake, offshore Valparaiso, Chile. Apr 11 01:08 at epicenter (59m ago, depth 25km). http://t.co/bTIFdr3YMO
MechanicalTurk	'454723005868830720'	location modifier	offshore	35	43	RT @NewEarthquake: 5.1 earthquake, offshore Valparaiso, Chile. Apr 11 01:08 at epicenter (59m ago, depth 25km). http://t.co/bTIFdr3YMO
MechanicalTurk	'591975610655776769'	place name	Nepal	81	86	900 dead and still counting... iam numb!! Thought with their families:'(:'(:'(  #NepalEarthquake  @Harry_Styles
MechanicalTurk	'591975610655776769'	severity or quantity	900	0	3	900 dead and still counting... iam numb!! Thought with their families:'(:'(:'(  #NepalEarthquake  @Harry_Styles
MechanicalTurk	'591975610655776769'	type of impact	dead	4	8	900 dead and still counting... iam numb!! Thought with their families:'(:'(:'(  #NepalEarthquake  @Harry_Styles
MechanicalTurk	'592878621565571074'	place name	Nepal	55	60	RT @Outlookindia: Ramdev Adopts 500 Orphan Children in Nepal | http://t.co/v7NWejJ99x | Outlook Wires
MechanicalTurk	'503674618885189632'	severity or quantity	120	18	21	RT @fox5sandiego: 120 hospitalized in Napa earthquake http://t.co/1JLLxYcTK1 http://t.co/i49mxGdp5q
MechanicalTurk	'503674618885189632'	type of impact	hospitalized	22	34	RT @fox5sandiego: 120 hospitalized in Napa earthquake http://t.co/1JLLxYcTK1 http://t.co/i49mxGdp5q
MechanicalTurk	'503674618885189632'	place name	Napa	38	42	RT @fox5sandiego: 120 hospitalized in Napa earthquake http://t.co/1JLLxYcTK1 http://t.co/i49mxGdp5q
MechanicalTurk	'451215292505395200'	place name	Chile	43	48	RT @faiya: #PrayForChile «@bbcworldservice Chile's Interior Minister says 5 dead after earthquake. Latest updates on #BBCNewsday http://t.c…
MechanicalTurk	'451215292505395200'	severity or quantity	5	74	75	RT @faiya: #PrayForChile «@bbcworldservice Chile's Interior Minister says 5 dead after earthquake. Latest updates on #BBCNewsday http://t.c…
MechanicalTurk	'451215292505395200'	type of impact	dead	76	80	RT @faiya: #PrayForChile «@bbcworldservice Chile's Interior Minister says 5 dead after earthquake. Latest updates on #BBCNewsday http://t.c…
MechanicalTurk	'504665395635433473'	place name	American Canyon, California	29	56	Earthquake M6.1 - 6km WSW of American Canyon, California http://t.co/w8cFofJ3yp
MechanicalTurk	'504665395635433473'	location modifier	6km WSW of	18	28	Earthquake M6.1 - 6km WSW of American Canyon, California http://t.co/w8cFofJ3yp
MechanicalTurk	'591977475044814850'	place name	Nepal	43	48	@karanjohar @AnushkaSharma 1500 Killed In #NepalEarthquake . Watch Affected Places Here &gt;&gt; https://t.co/SvhVcasRFE
MechanicalTurk	'591977475044814850'	severity or quantity	1500	27	31	@karanjohar @AnushkaSharma 1500 Killed In #NepalEarthquake . Watch Affected Places Here &gt;&gt; https://t.co/SvhVcasRFE
MechanicalTurk	'591977475044814850'	type of impact	Killed	32	38	@karanjohar @AnushkaSharma 1500 Killed In #NepalEarthquake . Watch Affected Places Here &gt;&gt; https://t.co/SvhVcasRFE
MechanicalTurk	'503895823911227392'	place name	Napa	56	60	RT @smaloy: Smart use of data by @Jawbone – How did the Napa earthquake affect sleep? http://t.co/faLRxxlSyb http://t.co/k6HR0aaetm
MechanicalTurk	'451407769258561536'	place name	Latin America	4	17	DTN Latin America: Six Dead as Magnitude 8.2 Earthquake Hits Northern Chile: Chilean President Michelle Bachel... http://t.co/yCrkPspjaG
MechanicalTurk	'451407769258561536'	location modifier	Northern	61	69	DTN Latin America: Six Dead as Magnitude 8.2 Earthquake Hits Northern Chile: Chilean President Michelle Bachel... http://t.co/yCrkPspjaG
MechanicalTurk	'451407769258561536'	place name	Chile	70	75	DTN Latin America: Six Dead as Magnitude 8.2 Earthquake Hits Northern Chile: Chilean President Michelle Bachel... http://t.co/yCrkPspjaG
MechanicalTurk	'451407769258561536'	severity or quantity	Six	19	22	DTN Latin America: Six Dead as Magnitude 8.2 Earthquake Hits Northern Chile: Chilean President Michelle Bachel... http://t.co/yCrkPspjaG
MechanicalTurk	'451407769258561536'	type of impact	Dead	23	27	DTN Latin America: Six Dead as Magnitude 8.2 Earthquake Hits Northern Chile: Chilean President Michelle Bachel... http://t.co/yCrkPspjaG
MechanicalTurk	'593037650937929731'	type of impact	died	50	54	#BaltimoreRiots look at all those poor people who died in #NepalEarthquake and ur worried about #Rioting n #violence #NepalQuake
MechanicalTurk	'593037650937929731'	place name	Nepal	59	64	#BaltimoreRiots look at all those poor people who died in #NepalEarthquake and ur worried about #Rioting n #violence #NepalQuake
MechanicalTurk	'593037650937929731'	place name	Nepal	118	123	#BaltimoreRiots look at all those poor people who died in #NepalEarthquake and ur worried about #Rioting n #violence #NepalQuake
MechanicalTurk	'593037650937929731'	item affected	people	39	45	#BaltimoreRiots look at all those poor people who died in #NepalEarthquake and ur worried about #Rioting n #violence #NepalQuake
MechanicalTurk	'382851622680133632'	place name	Pakistan	66	74	182 ? Death toll ? I thought182 blink RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/tSI7wKGSVZ
MechanicalTurk	'382851622680133632'	severity or quantity	182	95	98	182 ? Death toll ? I thought182 blink RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/tSI7wKGSVZ
MechanicalTurk	'382851622680133632'	severity or quantity	182	0	3	182 ? Death toll ? I thought182 blink RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/tSI7wKGSVZ
MechanicalTurk	'382851622680133632'	type of impact	Death	6	11	182 ? Death toll ? I thought182 blink RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/tSI7wKGSVZ
MechanicalTurk	'382851622680133632'	type of impact	Death	51	56	182 ? Death toll ? I thought182 blink RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/tSI7wKGSVZ
MechanicalTurk	'451467009793200128'	place name	Chile	36	41	RT @BBCWorld: Watch the moment when Chile is struck by an 8.2 magnitude earthquake http://t.co/epxVVZC1Eg
MechanicalTurk	'504861804909326336'	place name	Napa	24	28	RT @washingtonpost: The Napa earthquake is unlikely to affect the price of your pinot noir http://t.co/HUmZgHiaJv
MechanicalTurk	'592638282669826048'	place name	Indonesia	60	69	RT @SushmaSwaraj: Just landed after 10 hrs long flight from Indonesia. Sorry to know about the massive earthquake in our eastern states and…
MechanicalTurk	'592638282669826048'	location modifier	eastern	121	128	RT @SushmaSwaraj: Just landed after 10 hrs long flight from Indonesia. Sorry to know about the massive earthquake in our eastern states and…
MechanicalTurk	'503813171367276545'	place name	USA	19	22	RT @janinebucks: → USA http://t.co/Gq0WvD8Ti7 → Strong Earthquake Shakes Bay Area in California USA → An earthquake with a preliminary magn…
MechanicalTurk	'503813171367276545'	place name	California	85	95	RT @janinebucks: → USA http://t.co/Gq0WvD8Ti7 → Strong Earthquake Shakes Bay Area in California USA → An earthquake with a preliminary magn…
MechanicalTurk	'503813171367276545'	place name	USA	96	99	RT @janinebucks: → USA http://t.co/Gq0WvD8Ti7 → Strong Earthquake Shakes Bay Area in California USA → An earthquake with a preliminary magn…
MechanicalTurk	'503813171367276545'	location modifier	Bay Area	73	81	RT @janinebucks: → USA http://t.co/Gq0WvD8Ti7 → Strong Earthquake Shakes Bay Area in California USA → An earthquake with a preliminary magn…
MechanicalTurk	'503925243006550017'	place name	California	21	31	@perfect_storm_ Well California had an earthquake you could be checking to make sure everything's okay
MechanicalTurk	'452112484187373570'	place name	Chile	59	64	RT @newscientist: The magnitude 8.2 earthquake that struck Chile yesterday may be part of a cascade of major quakes. http://t.co/uplJbcuy7e
MechanicalTurk	'384678025326907392'	location modifier	of	40	42	USGS reports a M1.9 #earthquake 1km WNW of Orinda, California on 9/30/13 @ 13:53:35 UTC http://t.co/8LLywDkLqO #quake
MechanicalTurk	'384678025326907392'	place name	Orinda	43	49	USGS reports a M1.9 #earthquake 1km WNW of Orinda, California on 9/30/13 @ 13:53:35 UTC http://t.co/8LLywDkLqO #quake
MechanicalTurk	'504274226430615552'	place name	Napa	24	28	Sizable aftershock from Napa earthquake rattles residents http://t.co/OvDNO1iqfX #losangeles
MechanicalTurk	'592288033203822592'	place name	Everest	17	24	Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK
MechanicalTurk	'592288033203822592'	location modifier	base camp	25	34	Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK
MechanicalTurk	'592288033203822592'	place name	Nepal	87	92	Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK
MechanicalTurk	'592288033203822592'	type of impact	killing	36	43	Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK
MechanicalTurk	'592288033203822592'	severity or quantity	17	44	46	Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK
MechanicalTurk	'592288033203822592'	type of impact	injuring	48	56	Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK
MechanicalTurk	'592288033203822592'	severity or quantity	61	57	59	Avalanche sweeps Everest base camp, killing 17, injuring 61: An avalanche triggered by Nepal's massive earthquake… http://t.co/6k96jADGyK
MechanicalTurk	'503659589548933120'	place name	California	28	38	RT @In_Nevada: #Elko Strong California quake causes injuries, damage:  http://t.co/O7Ck9KEtrl
MechanicalTurk	'503659589548933120'	type of impact	injuries	52	60	RT @In_Nevada: #Elko Strong California quake causes injuries, damage:  http://t.co/O7Ck9KEtrl
MechanicalTurk	'503659589548933120'	type of impact	damage	62	68	RT @In_Nevada: #Elko Strong California quake causes injuries, damage:  http://t.co/O7Ck9KEtrl
MechanicalTurk	'452528363413176322'	place name	Chile	90	95	RT @edgilligan: Wow x 2:“@davidmarcus: Wow....from @WIRED: Terrifying Animation Shows How Chile Tsunami Took Over the Pacific Ocean http://…
MechanicalTurk	'593188008674856961'	place name	Nepal	21	26	Green Berets Survive Nepal Earthquake, Assist Relief Efforts | SOFREP http://t.co/vn3eA0hQAP
MechanicalTurk	'382923669917294592'	place name	Gwadar	26	32	Island that emerged near #Gwadar due to yesterday's earthquake is temporary, say experts. I think TTP office should establish there #Awaran
MechanicalTurk	'454239236661989376'	place name	Chile	20	25	RT @Bill_Nye_Tho__: Chile had a 8.3 earthquake  that's 3x the nagasaki atom bomb's energy. this aint april fools nature dont fuck around ht…
MechanicalTurk	'504786699168526337'	place name	California	60	70	Excellent! RT @setra: Senate to look at earthquake risks at California nuke plant http://t.co/AjwoESg3Fo
MechanicalTurk	'504326414574059520'	place name	Lone Pine	45	54	USGS reports a M1.06 #earthquake 19km ENE of Lone Pine, California on 8/26/14 @ 17:53:15 UTC http://t.co/IZsUZlJJD8 #quake
MechanicalTurk	'504326414574059520'	place name	California	56	66	USGS reports a M1.06 #earthquake 19km ENE of Lone Pine, California on 8/26/14 @ 17:53:15 UTC http://t.co/IZsUZlJJD8 #quake
MechanicalTurk	'504326414574059520'	location modifier	19km ENE of	33	44	USGS reports a M1.06 #earthquake 19km ENE of Lone Pine, California on 8/26/14 @ 17:53:15 UTC http://t.co/IZsUZlJJD8 #quake
MechanicalTurk	'504657678879449088'	place name	California	0	10	California nuclear plant gets thumbs down from expert over quake fears http://t.co/oYGivGjOv5
MechanicalTurk	'451401350237003776'	place name	Chile	35	40	RT @RT_com: WRAP-UP: Tsunami hits #Chile following 8.2 earthquake, 5 dead, 80k displaced, damage, fires, aftershocks reported http://t.co/f…
MechanicalTurk	'451401350237003776'	severity or quantity	5	67	68	RT @RT_com: WRAP-UP: Tsunami hits #Chile following 8.2 earthquake, 5 dead, 80k displaced, damage, fires, aftershocks reported http://t.co/f…
MechanicalTurk	'451401350237003776'	type of impact	dead	69	73	RT @RT_com: WRAP-UP: Tsunami hits #Chile following 8.2 earthquake, 5 dead, 80k displaced, damage, fires, aftershocks reported http://t.co/f…
MechanicalTurk	'451401350237003776'	severity or quantity	80k	75	78	RT @RT_com: WRAP-UP: Tsunami hits #Chile following 8.2 earthquake, 5 dead, 80k displaced, damage, fires, aftershocks reported http://t.co/f…
MechanicalTurk	'451401350237003776'	type of impact	displaced	79	88	RT @RT_com: WRAP-UP: Tsunami hits #Chile following 8.2 earthquake, 5 dead, 80k displaced, damage, fires, aftershocks reported http://t.co/f…
MechanicalTurk	'451401350237003776'	type of impact	damage	90	96	RT @RT_com: WRAP-UP: Tsunami hits #Chile following 8.2 earthquake, 5 dead, 80k displaced, damage, fires, aftershocks reported http://t.co/f…
MechanicalTurk	'451401350237003776'	type of impact	fires	98	103	RT @RT_com: WRAP-UP: Tsunami hits #Chile following 8.2 earthquake, 5 dead, 80k displaced, damage, fires, aftershocks reported http://t.co/f…
MechanicalTurk	'503735044968833025'	place name	California	30	40	RT @Washington_agen: Northern California Rocked by Most Powerful Earthquake Since 1989 - Latin American Herald Tribune http://t.co/l84UdRb0…
MechanicalTurk	'592312580640608256'	type of impact	death	24	29	RT @drharshvardhan: The death of mountaineers in the avalanche following Nepal's quake has deeply affected those with the  spirit of advent…
MechanicalTurk	'592312580640608256'	item affected	mountaineers	33	45	RT @drharshvardhan: The death of mountaineers in the avalanche following Nepal's quake has deeply affected those with the  spirit of advent…
MechanicalTurk	'592312580640608256'	place name	Nepal	73	78	RT @drharshvardhan: The death of mountaineers in the avalanche following Nepal's quake has deeply affected those with the  spirit of advent…
MechanicalTurk	'503750112510607360'	place name	California	27	37	6.0-magnitude quake shakes California http://t.co/buCNxI0kLH
MechanicalTurk	'451857089166860288'	place name	Chile	26	31	We needn’t worry the huge Chile earthquake is related to recent Calif. temblors, geologists say: http://t.co/BUEehA2DP3 via @Gcgoodale
MechanicalTurk	'451857089166860288'	place name	Calif	64	69	We needn’t worry the huge Chile earthquake is related to recent Calif. temblors, geologists say: http://t.co/BUEehA2DP3 via @Gcgoodale
MechanicalTurk	'503726128012734464'	place name	Northern California	28	47	6.0-magnitude quake strikes Northern California https://t.co/ZyalsxcZor
MechanicalTurk	'593182835416113152'	place name	Nepal	0	5	Nepal EarthQuake CCTV Footage Compilation http://t.co/WwZsHjHx4U
MechanicalTurk	'451694009686458368'	place name	Chile	47	52	RT @HumanitarianCat: Second big quake strikes #Chile, @savechildrenuk team in area report over 50 aftershocks so far: http://t.co/QgdhZQzH60
MechanicalTurk	'504076322701062144'	place name	Napa	73	77	BOE announces emergency tax relief for business owners affected by South Napa Earthquake: Business owners and... http://t.co/nmXgqgO7K1
MechanicalTurk	'383491286008737792'	place name	Pakistan	19	27	RT @theheraldsun: #Pakistan's earthquake island proves to be a mud-methane 'volcano' http://t.co/EanZvP6fwX
MechanicalTurk	'503751975096184832'	place name	Calif	35	40	Biggest Quake in 25 Years Spurs N. Calif. State of Emergency: Northern California was shaken awake this morning by its strongest eart...
MechanicalTurk	'503751975096184832'	place name	Northern California	62	81	Biggest Quake in 25 Years Spurs N. Calif. State of Emergency: Northern California was shaken awake this morning by its strongest eart...
MechanicalTurk	'593161617799417857'	place name	Nepal	112	117	Imam Mehdi Gohar Shahi | News - Current Affairs - The End Times Are Upon Us - http://t.co/6mVu2z5Bue #ISIS #IS #NepalEarthquake #Nepal
MechanicalTurk	'593161617799417857'	place name	Nepal	129	134	Imam Mehdi Gohar Shahi | News - Current Affairs - The End Times Are Upon Us - http://t.co/6mVu2z5Bue #ISIS #IS #NepalEarthquake #Nepal
MechanicalTurk	'504314427873562625'	place name	Pomona	30	36	RT @heyyouapp: California USA Pomona » http://t.co/WvIDktgCmf  #earthquake 671 Scores of aftershocks from Napa earthquake felt, more on the…
MechanicalTurk	'504314427873562625'	place name	Napa	106	110	RT @heyyouapp: California USA Pomona » http://t.co/WvIDktgCmf  #earthquake 671 Scores of aftershocks from Napa earthquake felt, more on the…
MechanicalTurk	'591978014537285632'	place name	Nepal	59	64	How does the world do something tangible for the people of Nepal after earthquake kills at least 718? @AJAM http://t.co/zUms1Cg5Xm
MechanicalTurk	'591978014537285632'	type of impact	kills	82	87	How does the world do something tangible for the people of Nepal after earthquake kills at least 718? @AJAM http://t.co/zUms1Cg5Xm
MechanicalTurk	'591978014537285632'	severity or quantity	at least 718	88	100	How does the world do something tangible for the people of Nepal after earthquake kills at least 718? @AJAM http://t.co/zUms1Cg5Xm
MechanicalTurk	'503965192871772160'	place name	California	13	23	RT @ODPM_TT: California earthquake strikes San Francisco Bay area. One of the strongest earthquakes with a magnitude of 6.0... http://t.co/…
MechanicalTurk	'503965192871772160'	place name	San Francisco	43	56	RT @ODPM_TT: California earthquake strikes San Francisco Bay area. One of the strongest earthquakes with a magnitude of 6.0... http://t.co/…
MechanicalTurk	'503965192871772160'	location modifier	Bay area	57	65	RT @ODPM_TT: California earthquake strikes San Francisco Bay area. One of the strongest earthquakes with a magnitude of 6.0... http://t.co/…
MechanicalTurk	'451504132013047808'	place name	Chile	0	5	Chile Earthquake 8 0 Tsunami Terremoto 2014 Raw Video YouTube http://t.co/ye90vuAZPx http://t.co/qeZtS1pnfv #chile
MechanicalTurk	'384233434089934848'	place name	Arabian	48	55	RT @SaimaMohsin: Two more islands emerge in the Arabian sea off the coast of #Balochistan at Bal post 7.7 magnitude #earthquake
MechanicalTurk	'384233434089934848'	location modifier	off the coast	60	73	RT @SaimaMohsin: Two more islands emerge in the Arabian sea off the coast of #Balochistan at Bal post 7.7 magnitude #earthquake
MechanicalTurk	'384233434089934848'	place name	Balochistan	78	89	RT @SaimaMohsin: Two more islands emerge in the Arabian sea off the coast of #Balochistan at Bal post 7.7 magnitude #earthquake
MechanicalTurk	'451466947561914368'	place name	Chile	39	44	6 Dead Following Massive Earthquake in Chile http://t.co/8E4lK7EH1Z
MechanicalTurk	'451466947561914368'	severity or quantity	6	0	1	6 Dead Following Massive Earthquake in Chile http://t.co/8E4lK7EH1Z
MechanicalTurk	'451466947561914368'	type of impact	Dead	2	6	6 Dead Following Massive Earthquake in Chile http://t.co/8E4lK7EH1Z
MechanicalTurk	'504301120529768449'	place name	Napa	18	22	RT @AmSommelier: #Napa Quake May Cost Over $1 Billion in Damages to Vineyards and Restaurants http://t.co/Qlp2ie7jJP  via @Eater #wine
MechanicalTurk	'504301120529768449'	severity or quantity	Over $1 Billion	38	53	RT @AmSommelier: #Napa Quake May Cost Over $1 Billion in Damages to Vineyards and Restaurants http://t.co/Qlp2ie7jJP  via @Eater #wine
MechanicalTurk	'504301120529768449'	type of impact	Damages	57	64	RT @AmSommelier: #Napa Quake May Cost Over $1 Billion in Damages to Vineyards and Restaurants http://t.co/Qlp2ie7jJP  via @Eater #wine
MechanicalTurk	'504301120529768449'	item affected	Vineyards	68	77	RT @AmSommelier: #Napa Quake May Cost Over $1 Billion in Damages to Vineyards and Restaurants http://t.co/Qlp2ie7jJP  via @Eater #wine
MechanicalTurk	'504301120529768449'	item affected	Restaurants	82	93	RT @AmSommelier: #Napa Quake May Cost Over $1 Billion in Damages to Vineyards and Restaurants http://t.co/Qlp2ie7jJP  via @Eater #wine
MechanicalTurk	'592701172978479105'	place name	Nepal	13	18	RT @UNESCO: #NepalQuake: We will assess the devastating impact on Nepal’s cultural heritage #WorldHeritage http://t.co/f4EKnU30QN http://t.…
MechanicalTurk	'592701172978479105'	place name	Nepal	66	71	RT @UNESCO: #NepalQuake: We will assess the devastating impact on Nepal’s cultural heritage #WorldHeritage http://t.co/f4EKnU30QN http://t.…
MechanicalTurk	'504294697620496384'	place name	Napa	38	42	Citizen’s drone video shows damage of Napa earthquake - http://t.co/gq9g0SerC5 by Jeff John Roberts
MechanicalTurk	'593184160145113089'	severity or quantity	8 million	15	24	RT WFP: #Fact: 8 million people have been affected by the #NepalQuake. More facts here http://t.co/kLvLnVVakx http://t.co/LlhUML3hRH
MechanicalTurk	'593184160145113089'	item affected	people	25	31	RT WFP: #Fact: 8 million people have been affected by the #NepalQuake. More facts here http://t.co/kLvLnVVakx http://t.co/LlhUML3hRH
MechanicalTurk	'593184160145113089'	place name	Nepal	59	64	RT WFP: #Fact: 8 million people have been affected by the #NepalQuake. More facts here http://t.co/kLvLnVVakx http://t.co/LlhUML3hRH
MechanicalTurk	'451471761947635712'	place name	Chile	33	38	RT @NBCNews: Update: Two dead in Chile following quake; tsunami warning remains in effect http://t.co/FqY9PFBu2L
MechanicalTurk	'451471761947635712'	severity or quantity	Two	21	24	RT @NBCNews: Update: Two dead in Chile following quake; tsunami warning remains in effect http://t.co/FqY9PFBu2L
MechanicalTurk	'451471761947635712'	type of impact	dead	25	29	RT @NBCNews: Update: Two dead in Chile following quake; tsunami warning remains in effect http://t.co/FqY9PFBu2L
MechanicalTurk	'504304100977020928'	place name	Napa	38	42	#breakingnews Small Winemakers Assess Napa Quake Damage: Small independent vintners who stored wine barrels in... http://t.co/h31Oiv89rv
MechanicalTurk	'504304100977020928'	type of impact	Damage	49	55	#breakingnews Small Winemakers Assess Napa Quake Damage: Small independent vintners who stored wine barrels in... http://t.co/h31Oiv89rv
MechanicalTurk	'592640099822645248'	severity or quantity	Seven	0	5	Seven Tourists From Assam Feared Dead in Nepal: Seven tourists from Assam are feared dead in the massive earth... http://t.co/Xp8fMrCu1W
MechanicalTurk	'592640099822645248'	item affected	Tourists	6	14	Seven Tourists From Assam Feared Dead in Nepal: Seven tourists from Assam are feared dead in the massive earth... http://t.co/Xp8fMrCu1W
MechanicalTurk	'592640099822645248'	place name	Assam	20	25	Seven Tourists From Assam Feared Dead in Nepal: Seven tourists from Assam are feared dead in the massive earth... http://t.co/Xp8fMrCu1W
MechanicalTurk	'592640099822645248'	place name	Nepal	41	46	Seven Tourists From Assam Feared Dead in Nepal: Seven tourists from Assam are feared dead in the massive earth... http://t.co/Xp8fMrCu1W
MechanicalTurk	'592640099822645248'	severity or quantity	Seven	48	53	Seven Tourists From Assam Feared Dead in Nepal: Seven tourists from Assam are feared dead in the massive earth... http://t.co/Xp8fMrCu1W
MechanicalTurk	'592640099822645248'	item affected	tourists	54	62	Seven Tourists From Assam Feared Dead in Nepal: Seven tourists from Assam are feared dead in the massive earth... http://t.co/Xp8fMrCu1W
MechanicalTurk	'592640099822645248'	type of impact	dead	85	89	Seven Tourists From Assam Feared Dead in Nepal: Seven tourists from Assam are feared dead in the massive earth... http://t.co/Xp8fMrCu1W
MechanicalTurk	'592640099822645248'	type of impact	Feared Dead	26	37	Seven Tourists From Assam Feared Dead in Nepal: Seven tourists from Assam are feared dead in the massive earth... http://t.co/Xp8fMrCu1W
MechanicalTurk	'384211949950484480'	item affected	people	24	30	#Pakistan : At least 31 people #killed by #car-bomb in #Peshawar  http://t.co/vvV1Lcvl22
